# BUSCO version is: 5.7.1 
# The lineage dataset is: fungi_odb10 (Creation date: 2024-01-08, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
494at4751	Fragmented	NW_026250687.1	161322	157102	-	799.3	1235	https://v10-1.orthodb.org/?query=494at4751	Midasin
771at4751	Complete	NW_026250688.1	87393	77476	-	867.5	1903	https://v10-1.orthodb.org/?query=771at4751	PIK-related kinase
1866at4751	Missing
3534at4751	Missing
4409at4751	Missing
4466at4751	Missing
4523at4751	Complete	NW_026250687.1	94952	89247	-	688.4	1371	https://v10-1.orthodb.org/?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Missing
6272at4751	Missing
6377at4751	Fragmented	NW_026250686.1	187306	189276	+	54.4	274	https://v10-1.orthodb.org/?query=6377at4751	Polyketide synthase, phosphopantetheine-binding domain
6592at4751	Missing
6812at4751	Complete	NW_026250688.1	6539	12145	+	1312.6	1328	https://v10-1.orthodb.org/?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	NW_026250681.1	59646	54886	-	282.2	1150	https://v10-1.orthodb.org/?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Missing
8406at4751	Fragmented	NW_026250649.1	12352	14265	+	126.1	402	https://v10-1.orthodb.org/?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Missing
10168at4751	Missing
10531at4751	Missing
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Missing
12812at4751	Fragmented	NW_026250681.1	83087	86791	+	90.5	309	https://v10-1.orthodb.org/?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	NW_026250684.1	22708	25092	+	78.1	249	https://v10-1.orthodb.org/?query=13224at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
13605at4751	Missing
14295at4751	Missing
14441at4751	Missing
