# BUSCO version is: 5.7.1 
# The lineage dataset is: fungi_odb10 (Creation date: 2024-01-08, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
494at4751	Fragmented	LTDL01000040.1	488022	483712	-	814.3	1254	https://v10-1.orthodb.org/?query=494at4751	Midasin
771at4751	Complete	LTDL01000041.1	73796	83248	+	958.7	2102	https://v10-1.orthodb.org/?query=771at4751	PIK-related kinase
1866at4751	Missing
3534at4751	Missing
4409at4751	Missing
4466at4751	Missing
4523at4751	Complete	LTDL01000040.1	431907	426304	-	941.6	1704	https://v10-1.orthodb.org/?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Missing
6272at4751	Missing
6377at4751	Missing
6592at4751	Missing
6812at4751	Complete	LTDL01000041.1	144728	139131	-	1329.6	1257	https://v10-1.orthodb.org/?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	LTDL01000014.1	326512	331275	+	260.0	1111	https://v10-1.orthodb.org/?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Missing
8406at4751	Fragmented	LTDL01000025.1	19849	18155	-	172.2	450	https://v10-1.orthodb.org/?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Missing
10168at4751	Missing
10531at4751	Missing
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Missing
12812at4751	Fragmented	LTDL01000014.1	307055	303414	-	83.0	208	https://v10-1.orthodb.org/?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	LTDL01000014.1	167137	170130	+	56.4	357	https://v10-1.orthodb.org/?query=13224at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
13605at4751	Missing
14295at4751	Missing
14441at4751	Missing
14523at4751	Complete	LTDL01000014.1	358077	355189	-	624.5	856	https://v10-1.orthodb.org/?query=14523at4751	Exportin-1, C-terminal
14793at4751	Missing
14986at4751	Missing
